店名,種類,地址,評價,評分人數
栗花蔬食料理｜北區蔬食聚餐推薦｜義式西式特色小點,restaurant,404台灣臺中市北區美德街180號,4.9,56
漫漫拾光 英倫茶館 moments in time,"restaurant, store",404台灣臺中市北區錦平北街13巷2號,4.6,363
Sosoul.Nail瘦瘦美甲,beauty_salon,404台灣臺中市北區健行路766巷1號,4.8,121
觀音素食自助餐,restaurant,404台灣臺中市北區北平路二段23號,4.5,569
野蔬蔬食丼飯串燒拉麵,restaurant,406台灣臺中市北屯區崇德二路一段267號,4.5,1019
Sincero芯藝複合式蔬食,restaurant,40646台灣臺中市北屯區天祥街5號,4.7,129
松居若水蔬食庭園餐廳,restaurant,406台灣臺中市北屯區北坑巷12-2號,4.7,1033
菜菜園蔬香滷味麻辣燙（北屯大地智能店）素食 蔬食,restaurant,406台灣臺中市北屯區敦富一街133號A19櫃,4.7,75
慈慧素食,restaurant,406台灣臺中市北屯區大連路一段27巷1號,4.6,183
大慈天然素食,restaurant,406台灣臺中市北屯區東山路一段328號,4.6,1458
文之森心灵食光,"health, restaurant",406台灣臺中市北屯區東山路一段381之34號,4.9,1148
老味道素食自助餐 | 北屯 |午晚餐 | 台中美食,restaurant,406台灣臺中市北屯區青島路四段31號,4.9,71
怎麼可能！！臻蔬食 JHEN Veganuary,restaurant,406台灣臺中市北屯區松山街49巷1號,5.0,47
甘心的媽健康蔬食,restaurant,406台灣臺中市北屯區遼陽六街6號,4.7,164
朱家蔬食,restaurant,406台灣臺中市北屯區崇德二路一段270號,4.8,231
德卉素食,restaurant,406台灣臺中市北屯區昌平東六路658號,4.9,75
和町咖哩,restaurant,406台灣臺中市北屯區松竹路二段389號,4.9,529
吉祥蔬食現炒店（純素、無五辛）/北屯必吃素食/大坑口必吃素食/素食現炒CP值最高 /「維根主義（Vegan）」/台中市必吃蔬食/心懷感恩/東山路素食/穿在天津/吃在北平/全素猴頭菇/客家素食料理/蔬食餐廳性價比最高/聯安醫院/寵物友善餐廳/,restaurant,406台灣臺中市北屯區東山路一段35-7號,4.6,76
小莉川味素食,restaurant,406台灣臺中市北屯區興安路一段296號,4.6,345
森林小徑-文心店,"restaurant, store",406台灣臺中市北屯區文心路四段131號,4.6,2711
現炸*全素食*香菇,restaurant,406台灣臺中市北屯區松竹路二段67號,4.8,92
蔬食饗樂,restaurant,406台灣臺中市北屯區大鵬路4號,4.7,56
喜緣齋,restaurant,406台灣臺中市北屯區松義街135號,4.5,49
文昌素食,restaurant,406台灣臺中市北屯區興安路一段92-1號,4.5,97
哥文達手作瑜伽蔬食（台中店）,restaurant,406台灣臺中市北屯區崇德八路一段8號5F,5.0,9
丰禾 台味風格料理 文心崇德店,restaurant,406台灣臺中市北屯區文心路四段595號1樓,4.8,9979
天慈素食 后庄店,restaurant,406台灣臺中市北屯區后庄路1120號,4.5,321
福慧素食～少一味多福慧,restaurant,406台灣臺中市北屯區中清路二段540號,4.5,88
明輝素食,restaurant,406台灣臺中市北屯區文昌東九街79號,4.5,124
緣素食,restaurant,406台灣臺中市北屯區東山路一段197-27號197之27號,4.5,158
清心緣食坊建國店,restaurant,402台灣臺中市南區建國北路二段18號,4.8,1050
愛加鮮蔬飯麵館,restaurant,402台灣臺中市南區建成路1563號,4.6,148
植素拾光素食無國界料理,restaurant,408台灣臺中市南屯區大進街469號,4.7,721
山上的蔬食野菜選物火鍋,restaurant,402台灣臺中市南區興大路137-3號,4.6,390
迦樂悅素食喜宴會館/迦樂悅複合式蔬食餐廳,restaurant,408台灣臺中市南屯區大墩十一街64號二樓,4.8,581
一貫米 蔬食料理（壽司、烏龍麵、涼麵）,"meal_takeaway, restaurant",408台灣臺中市南屯區東興路二段82號,4.8,246
鼎日竹葉蒸飯（每月農曆15號公休）,restaurant,402台灣臺中市南區仁義街89號,4.5,237
忠孝夜市初十五素食,restaurant,402台灣臺中市南區忠孝路,4.8,94
在廚房蔬食料理,restaurant,412台灣臺中市大里區東興路62巷36號,4.6,752
Homie蔬適廚房[無肉料理],restaurant,408台灣臺中市南屯區惠中路三段17號,4.5,536
寶達港式茶餐廳 復興店,restaurant,402台灣臺中市南區復興路一段359號1樓,4.6,5648
南屯素食館,restaurant,408台灣臺中市南屯區南屯路二段800號,4.6,432
如來素食,restaurant,402台灣臺中市南區美村南路75號,4.7,101
三德六味蔬食堂,restaurant,403台灣臺中市西區五權西四街136號,4.6,419
煲閣【台中高工店】/911健康蔬食(素食) @912bufyu預約點餐,meal_delivery,402台灣臺中市南區工學二街273號永興土地公廟天公爐正對面,4.9,30
囍廚房蔬食早・午餐,restaurant,402台灣臺中市南區五權南路616號,4.6,296
明祖素圓,restaurant,408台灣臺中市南屯區東興路二段28號,4.5,446
三巧園蔬食小館,restaurant,402台灣臺中市南區三民路一段10-1號,5.0,2
"未央蔬食炸物 素食鹽酥雞 (營業時間1500-2230,下午茶需求請提前一天預訂)",restaurant,402台灣臺中市南區學府路23號,4.7,197
斐麗巴黎廳,restaurant,40347台灣臺中市西區五權西六街20巷2號,4.5,605
美姨素食,restaurant,402台灣臺中市南區民意街15號,4.7,112
屾沐Sunmood,restaurant,402台灣臺中市南區忠明南路787號36F,4.9,589
增福智上素齋館,restaurant,402台灣臺中市南區復興路一段301號,4.5,192
妙能素食,restaurant,402台灣臺中市南區合作街52號號,4.6,42
本草堂素食迴轉火鍋,restaurant,408台灣臺中市南屯區大墩路379號,4.5,944
H-FOODIE 金鑫輕食《低卡營養果昔/機能飲品/蛋白質點心》,restaurant,402台灣臺中市南區工學路136號,4.9,57
胖爹幸福蔬食早午餐,restaurant,402台灣臺中市南區大慶街二段80號,4.5,263
佳旺素食(炸物、炒飯、便當、手工素料）,restaurant,402台灣臺中市南區興大路302號,4.6,139
Mind Cafe'買咖啡,"restaurant, store",402台灣臺中市南區忠明南路758號大廳大安國際大樓一樓,4.5,25
天慈素食（高工店）,restaurant,40241台灣臺中市南區高工路226號,4.5,170
起若雅蔬食餐廳,restaurant,408台灣臺中市南屯區大墩十八街60號,4.5,321
Gfood穀馥紅豆薏仁十穀健康美食/素食養生粥/大慶中山醫店,restaurant,402台灣臺中市南區大慶街二段11-12號,4.9,26
千饗公子·VEGETARIAN RAMEN.邀請預約制·〇九八〇七三三六八九,restaurant,408台灣臺中市南屯區忠勇路23-20號,5.0,2992
饗食拉麵•質感無肉專門店素食·停車自費,restaurant,408台灣臺中市南屯區忠勇路23之19號,4.6,2915
初一 素蔬食自助餐館,restaurant,408台灣臺中市南屯區向上路三段55號,4.6,559
台中素圓祝-小黑豆有機醬油|南屯手工素圓|全素肉圓|素食肉圓|素食美食|在地推薦小吃|傳統美食推薦,restaurant,40874台灣臺中市南屯區河南路四段491號之2,4.8,38
品香素食蚵仔煎-台中店 大進市場內30號攤位,restaurant,408台灣臺中市南屯區大墩六街161號大進市場內30號攤位,4.9,512
禾野 蔬食炸物,restaurant,408台灣臺中市南屯區南屯路二段561號,4.9,105
臭大蔬 - 大墩17店,restaurant,408台灣臺中市南屯區大墩十七街117號,4.5,1209
蕙馨素食,restaurant,408台灣臺中市南屯區向上路二段438號,4.8,29
竹本蔬壽司（素食）,restaurant,408台灣臺中市南屯區大墩六街161號大進市場 裡面,5.0,58
正德南屯愛心廚房,restaurant,408台灣臺中市南屯區龍富十五路108號,4.8,58
故鄉現炒古早味,restaurant,408台灣臺中市南屯區永春東七路865號,4.8,5
慈恩素食,restaurant,408台灣臺中市南屯區忠勇路70-2號,4.6,92
輕食共享（素食）,restaurant,408台灣臺中市南屯區干城街243巷1弄19號,5.0,10
得來素蔬食早午餐-南屯黎明店,restaurant,408台灣臺中市南屯區黎明路一段858號,4.5,260
大大麵線糊,restaurant,408台灣臺中市南屯區南屯路二段592號,4.5,114
雀珍素食,restaurant,408台灣臺中市南屯區南屯路二段93號,4.6,110
蔬福來 VegeFly｜素食早午餐,"restaurant, store",408台灣臺中市南屯區黎明路一段985巷10號,4.9,27
心喬素食,restaurant,408台灣台中市南屯区春安二街56號,4.9,38
甜心粽廚房 (肉粽 素粽 油飯 滷味),"meal_takeaway, restaurant, store",408台灣臺中市南屯區南屯路二段740號,4.7,79
雛菊見DAISY HOUSE-台中南屯店｜生日慶生｜甜點｜聚餐｜台中美食,restaurant,408台灣臺中市南屯區五權西路二段1112號,4.9,11629
植物派享健康,restaurant,408台灣臺中市南屯區干城街194巷15號,5.0,2
Lady Holi,restaurant,408023台灣臺中市南屯區益昌六街80號,4.9,148
天祥素食,restaurant,408台灣臺中市南屯區忠勇路18號,4.9,15
呷飯店,restaurant,408台灣臺中市南屯區公益路二段531號,4.6,188
佛緣素食,restaurant,421台灣臺中市后里區甲后路一段338號,4.8,104
天慈素食 后里店,restaurant,421台灣臺中市后里區成功路283號,4.5,161
素癮純素小舖,restaurant,42149台灣臺中市后里區文明路31巷6弄28號,5.0,22
行真素食,restaurant,421台灣臺中市后里區甲后路一段388號,4.5,35
好口味素食館,restaurant,421台灣臺中市后里區民生路80號,5.0,15
素餐車餐坊,restaurant,421台灣臺中市后里區文明路26號,4.6,45
蔬香四溢-蔬食炸物,restaurant,421台灣臺中市后里區甲后路一段548號,4.9,75
湯掌櫃私房料理（營業時間以粉絲專頁公告為主）,restaurant,421台灣臺中市后里區內東路廣成巷143號,4.9,283
后里禾藝蔬食商行,"health, store",421台灣臺中市后里區三豐路三段925號,5.0,2
草本一族,restaurant,421台灣臺中市后里區三豐路三段947號,4.9,28
膳禾軒私房料理溯源餐廳,"restaurant, store",421台灣臺中市后里區成功路265巷11號,4.5,588
榮光飲食堂,restaurant,421台灣臺中市后里區后里路27巷35號,4.8,39
木野御丼食堂,"restaurant, store",421台灣臺中市后里區甲后路一段740號,4.9,1464
Happy Yooo Cafe (最後點餐：關店前一小時),"cafe, store",421台灣臺中市后里區九甲六路586號,4.7,316
美如家 ru's kitchen,restaurant,421台灣臺中市后里區梅里路50巷3號,4.6,370
家常飯朴老師 - 后里店 집밥박선생,restaurant,421台灣臺中市后里區三豐路四段152號,4.7,939
芊江食堂,restaurant,421台灣臺中市后里區三豐路269巷13號,4.8,26
惹鍋 后里店,restaurant,421台灣臺中市后里區三豐路四段135號,4.8,4879
后里慈懿飯糰,restaurant,421台灣臺中市后里區公安路96號,4.8,38
食分食點,restaurant,421台灣臺中市后里區公安路42號,4.8,48
三義客家麵館,restaurant,42146台灣臺中市后里區月湖路90巷16號,4.7,186
午後の可麗餅-台中后里店（公休請看IG自介）,"restaurant, store",421011台灣臺中市后里區公安路001鄰號28號,5.0,116
汶萊咖啡&家庭美食,restaurant,421台灣臺中市后里區四村路51號,4.5,171
令和盛和食屋,restaurant,421台灣臺中市后里區主和路5巷5號,4.5,59
巧味小吃,restaurant,421台灣臺中市后里區文明路69巷34號,4.5,319
您好吾賣｜早午餐．便當．私房麵,restaurant,421台灣臺中市后里區三豐路四段172號B棟,4.8,255
開心麵,"restaurant, store",421台灣臺中市后里區文明路125號,4.5,153
魯都香后里店,restaurant,421台灣臺中市后里區民生路71號,4.7,43
窈窕小姐健康餐廚,restaurant,421台灣臺中市后里區甲后路一段636號1樓,4.7,21
春坂 Harusaka-寵物友善餐廳,restaurant,42151台灣臺中市后里區民生路218號,4.6,547
濰樂輕食早午餐 店休以FB公告,restaurant,421台灣臺中市后里區公安路141-1號,4.5,304
找食間平價料理,restaurant,424台灣臺中市和平區東關路一段118之2號,4.6,396
梨山好來屋（平價餐廳、民宿、蔬果批發）,restaurant,42447台灣臺中市和平區中正路67號之1,4.8,65
魯木哈勇の店,restaurant,424797台灣臺中市和平區東關路一段153號,4.9,550
翠豆蔬食,restaurant,406台灣臺中市北屯區四平路378號,4.9,32
松川餐廳,restaurant,424102台灣臺中市和平區東關路一段裡冷巷56號,4.6,577
哈囉！邦查(Ciao PangCAH ) 梨山店· 原民義式料理/無訂位服務,restaurant,424台灣臺中市和平區中正路78-1號,4.8,655
林廚房,restaurant,424台灣臺中市和平區中正路55-1-號,4.7,146
山裡見.食藝駐形,restaurant,424台灣臺中市和平區東崎路一段桃山巷8之3號424,4.9,120
山江客家料理餐廳,restaurant,424台灣臺中市和平區東關路一段137號,4.7,2111
金谷餐廳-台式合菜料理 家庭團體聚餐 山產熱炒美食 近谷關溫泉(人氣推薦必吃),restaurant,424台灣臺中市和平區東關路一段132號,4.5,7051
谷關玉芳活魚客家餐廳,restaurant,424台灣臺中市和平區東關路一段141號,4.5,556
山中晨食,restaurant,424台灣臺中市和平區中正路61號,4.8,143
泰雅星鮮美食小館-在谷關 泰雅原住民的盛宴/谷關美食推薦,restaurant,424台灣臺中市和平區東關路一段松鶴三巷99號,4.7,390
阿芳滷豆干,restaurant,424台灣臺中市和平區東關路三段2号原野餐廳門口,5.0,72
鶴芝庭園餐坊,restaurant,424台灣臺中市和平區東關路一段松鶴三巷69號,4.6,556
晴菘 蔬食食堂,restaurant,423台灣臺中市東勢區三民街136號,4.7,33
友家小吃,restaurant,424台灣臺中市和平區東關路一段96號,4.8,274
深耕德瑪汶共同廚房,restaurant,424台灣臺中市和平區東崎路一段46-5號,4.6,64
谷關白鹿泡菜-台中美食.谷關七雄.谷關美食.白鹿吊橋.谷關溫泉.黃金泡菜.團購美食.谷關旅遊.台中景點.竹筍鮮肉包,,424台灣臺中市和平區東關路三段2-23號,4.5,69
阿忠ㄟ灶腳～王孝忠老闆,restaurant,424台灣臺中市和平區東關路一段411-2號,4.5,437
勿忘我蔬食料理,restaurant,427台灣臺中市潭子區和平路16巷9號,4.7,172
快樂蔬食主義（植物肉素食餐廳）週末臨時公休日請看臉書公告📣,restaurant,429台灣臺中市神岡區豐洲路458-1號,4.9,345
新川生鱘龍鱒魚餐廳,restaurant,424台灣臺中市和平區東關路一段137之1號,4.5,3211
雅云山莊，素食,lodging,423台灣臺中市和平區雪山路2號,4.5,552
神農天食、蔬素食,restaurant,420台灣臺中市豐原區博愛街210號,4.8,639
茶覺松鶴,"restaurant, store",42404台灣臺中市和平區東關路一段松鶴三巷92-5號,4.7,96
熱浪小島-大甲店｜鎮瀾宮蔬食推薦,restaurant,437台灣臺中市大甲區鎮政路25號1樓,4.9,459
匯禾養生素食館,restaurant,437台灣臺中市大甲區光明路192號,4.6,231
梧棲善緣坊素食(大甲店),restaurant,437台灣臺中市大甲區,4.7,3
梧籽檸檬蔬食館,restaurant,437台灣臺中市大甲區水源路528號,4.5,287
蔬福坊（素食咖哩飯）,restaurant,43745台灣臺中市大甲區育德路13號,4.6,7
大甲素食（素成素食）,restaurant,437台灣臺中市大甲區育德路40號,5.0,15
禾日蔬食 （店休日請看FB、官方Line）,store,437台灣臺中市大甲區鎮瀾街95-1號,4.6,152
米修廚房,restaurant,438台灣臺中市外埔區中山路463號號,4.5,82
吉羊薯薯,restaurant,438台灣臺中市外埔區重光路29巷34號,4.9,38
天航素食小吃,restaurant,437台灣臺中市大甲區中山路一段1015號,4.6,124
蒸食甜堂,"meal_takeaway, restaurant",438台灣臺中市外埔區甲后路五段35號,5.0,62
好口味飯麵小吃店,restaurant,438台灣臺中市外埔區中山路276號,4.6,113
樂樂素食,restaurant,437台灣臺中市大甲區民生路34-38號,4.6,51
舒食健康餐盒-大甲店,restaurant,43754台灣臺中市大甲區雁門路363號,4.8,169
半斤小吃店,restaurant,438台灣臺中市外埔區六分路278號,4.5,74
一念之間蔬食餐廳,restaurant,420台灣臺中市豐原區豐西街128號,4.5,636
裕珍馨 外埔店,,438台灣臺中市外埔區甲后路四段527號,4.8,243
?鍋燒麵（甲東店）/restaurants/takeout/台中美食/外埔美食/附近美食/推薦晚餐,restaurant,438台灣臺中市外埔區甲后路五段142號,4.5,13
襄咖啡Xiang caf'e手作工坊,,438台灣臺中市外埔區六支巷路11之1號隔壁號,5.0,29
豪傳說雞排-【大甲店】,restaurant,437台灣臺中市大甲區鎮瀾街185號,4.9,203
ST workshop 手作烘焙坊,cafe,438台灣臺中市外埔區六分路中興巷18號(對面,4.8,237
珍冠美食外燴料理（來電預約）,restaurant,"巷20號, No. 333號二崁路外埔區臺中市台灣 438",4.8,9
Miss U飲品專賣大甲東店,,438台灣臺中市外埔區甲后路五段126號,4.6,55
許 臭豆腐,restaurant,438台灣臺中市外埔區中山路,4.7,31
羣芳蔬食,restaurant,420台灣臺中市豐原區豐原大道七段185號,4.5,907
甲文青海苔飯捲,restaurant,438台灣臺中市外埔區甲東路51號,5.0,2
踏親,restaurant,437台灣臺中市大甲區成功路221號,4.5,944
星嫵蔬創意料理,restaurant,106台灣臺北市大安區敦化南路一段233巷62號1樓,4.9,802
